CONCURSO,R1,R2,R3,R4,R5,R6,R7,BOLSA,FECHA
2430,16,19,29,36,37,45,3,146000000,20/03/2011
2429,12,22,23,31,45,47,4,140000000,16/03/2011
2428,5,12,19,21,51,54,43,134000000,13/03/2011
2427,2,14,17,28,30,54,16,128000000,9/3/11
2426,12,14,16,17,22,33,20,122000000,6/3/11
2425,2,4,12,13,27,32,30,117000000,2/3/11
2424,1,8,15,18,34,52,16,110000000,27/02/2011
2423,1,8,11,16,20,52,23,105000000,23/02/2011
2422,17,21,24,35,42,51,1,98000000,20/02/2011
2421,20,23,36,41,51,55,11,92000000,16/02/2011
2420,10,11,14,32,35,49,8,86000000,13/02/2011
2419,9,22,28,52,55,56,54,80000000,9/2/11
2418,3,6,9,23,28,52,44,75000000,6/2/11
2417,12,15,39,54,55,56,32,68000000,2/2/11
2416,15,21,27,37,44,49,55,62000000,30/01/2011
2415,13,37,52,54,55,56,6,56000000,26/01/2011
2414,12,25,45,50,55,56,44,49000000,23/01/2011
2413,5,27,32,35,38,56,18,43000000,19/01/2011
2412,1,26,27,28,45,54,35,36000000,16/01/2011
2411,3,5,6,14,19,45,34,34000000,12/1/11
2410,5,28,32,42,52,54,49,33000000,9/1/11
2409,6,12,15,28,30,46,26,32000000,5/1/11
2408,19,21,32,40,50,51,36,31000000,2/1/11
2407,13,17,25,32,45,48,56,30000000,29/12/2010
2406,10,23,24,28,33,55,46,121000000,26/12/2010
2405,1,21,35,37,47,49,48,114000000,22/12/2010
2404,7,17,23,37,43,53,24,107000000,19/12/2010
2403,12,17,19,24,31,35,11,102000000,15/12/2010
2402,3,11,20,25,46,53,17,95000000,12/12/10
2401,6,15,30,31,38,44,54,87000000,8/12/10
2400,5,6,14,19,25,43,37,82000000,5/12/10
2399,15,18,20,21,29,32,14,75000000,1/12/10
2398,9,14,17,33,41,42,4,69000000,28/11/2010
2397,4,5,8,35,38,45,2,64000000,24/11/2010
2396,16,19,20,22,26,47,4,57000000,21/11/2010
2395,12,22,29,37,39,51,20,51000000,17/11/2010
2394,3,10,16,41,50,54,27,44000000,14/11/2010
2393,8,11,26,38,44,45,32,38000000,10/11/10
2392,11,16,20,25,41,47,28,34000000,7/11/10
2391,1,21,27,28,32,55,26,33000000,3/11/10
2390,11,25,30,44,48,49,50,32000000,31/10/2010
2389,6,7,15,22,45,54,24,31000000,27/10/2010
2388,6,20,25,39,44,56,40,30000000,24/10/2010
2387,5,17,23,30,41,47,54,39000000,20/10/2010
2386,13,20,35,40,41,43,56,34000000,17/10/2010
2385,2,6,15,16,28,29,31,33000000,13/10/2010
2384,6,17,19,21,25,40,28,32000000,10/10/10
2383,10,12,24,29,31,36,56,31000000,6/10/10
2382,13,39,44,45,46,52,32,30000000,3/10/10
2381,10,16,21,23,44,49,39,30000000,29/09/2010
2380,1,5,12,16,20,39,32,239000000,26/09/2010
2379,2,4,13,41,46,55,30,232000000,22/09/2010
2378,14,20,24,28,30,34,3,225000000,19/09/2010
2377,3,23,25,32,35,45,37,216000000,15/09/2010
2376,2,4,14,15,45,47,34,209000000,12/9/10
2375,8,14,20,24,35,36,56,202000000,8/9/10
2374,8,12,32,33,42,48,54,194000000,5/9/10
2373,4,12,29,38,45,46,5,187000000,1/9/10
2372,6,11,22,40,46,50,20,179000000,29/08/2010
2371,2,16,36,52,53,55,28,170000000,25/08/2010
2370,3,21,23,24,30,55,44,158000000,22/08/2010
2369,22,25,37,40,41,45,51,149000000,18/08/2010
2368,8,16,29,41,45,55,44,138000000,15/08/2010
2367,15,18,27,42,50,51,41,130000000,11/8/10
2366,1,10,14,27,44,56,49,120000000,8/8/10
2365,3,18,32,44,45,48,9,111000000,4/8/10
2364,6,7,18,34,42,52,43,101000000,1/8/10
2363,15,31,40,53,55,56,37,91000000,28/07/2010
2362,22,26,38,52,55,56,53,81000000,25/07/2010
2361,2,19,27,34,42,56,51,72000000,21/07/2010
2360,3,17,34,42,50,56,18,61000000,18/07/2010
2359,11,13,22,39,54,55,49,52000000,14/07/2010
2358,10,11,33,35,38,46,9,42000000,11/7/10
2357,7,10,15,33,42,55,5,35000000,7/7/10
2356,11,20,28,36,52,56,55,31000000,4/7/10
2355,3,15,19,26,30,43,41,30000000,30/06/2010
2354,1,23,27,35,47,49,34,379000000,27/06/2010
2353,12,19,23,31,43,52,44,364000000,23/06/2010
2352,5,10,30,35,36,38,52,346000000,20/06/2010
2351,3,5,10,12,18,33,36,332000000,16/06/2010
2350,8,9,20,38,42,53,50,314000000,13/06/2010
2349,6,16,50,52,54,56,20,297000000,9/6/10
2348,2,4,23,36,52,55,26,281000000,6/6/10
2347,3,28,29,33,49,51,47,266000000,2/6/10
2346,18,22,27,34,49,56,39,248000000,30/05/2010
2345,6,12,17,30,36,39,24,234000000,26/05/2010
2344,19,25,36,37,41,50,47,220000000,23/05/2010
2343,5,6,8,25,26,36,46,209000000,19/05/2010
2342,1,3,25,26,42,53,18,197000000,16/05/2010
2341,16,19,21,33,40,44,36,185000000,12/5/10
2340,5,7,47,48,49,54,52,173000000,9/5/10
2339,2,19,26,41,42,51,5,162000000,5/5/10
2338,2,27,36,47,50,56,11,150000000,2/5/10
2337,16,24,37,39,40,42,34,140000000,28/04/2010
2336,4,15,29,39,42,44,9,130000000,25/04/2010
2335,4,13,20,22,29,48,45,121000000,21/04/2010
2334,9,19,22,38,41,48,2,110000000,18/04/2010
2333,21,22,27,38,49,56,34,101000000,14/04/2010
2332,3,4,13,14,23,27,30,93000000,11/4/10
2331,9,19,20,26,39,47,12,84000000,7/4/10
2330,8,20,23,36,40,52,28,76000000,4/4/10
2329,1,11,21,28,44,48,27,68000000,31/03/2010
2328,1,16,22,48,54,56,25,58000000,28/03/2010
2327,11,12,17,47,54,55,2,50000000,24/03/2010
2326,5,7,16,39,47,55,33,40000000,21/03/2010
2325,2,26,27,47,52,56,11,33000000,17/03/2010
2324,5,17,24,28,29,32,31,32000000,14/03/2010
2323,16,26,27,32,45,46,40,31000000,10/3/10
2322,7,14,24,34,44,51,38,30000000,7/3/10
2321,12,22,24,34,49,56,52,70000000,3/3/10
2320,2,7,27,29,30,50,23,60000000,28/02/2010
2319,6,9,27,43,44,55,28,53000000,24/02/2010
2318,23,29,32,40,47,52,17,43000000,21/02/2010
2317,2,8,17,19,33,35,34,36000000,17/02/2010
2316,3,6,20,26,34,56,16,32000000,14/02/2010
2315,5,7,13,30,41,52,27,31000000,10/2/10
2314,6,11,17,24,39,46,40,30000000,7/2/10
2313,9,15,36,49,51,55,45,244000000,3/2/10
2312,14,16,22,23,41,54,44,228000000,31/01/2010
2311,9,16,25,36,49,56,45,215000000,27/01/2010
2310,19,22,35,39,46,53,54,200000000,24/01/2010
2309,12,22,28,34,35,44,8,189000000,20/01/2010
2308,13,24,26,36,47,48,15,177000000,17/01/2010
2307,7,15,41,45,48,55,33,166000000,13/01/2010
2306,16,32,33,36,37,38,19,153000000,10/1/10
2305,1,9,11,23,32,51,38,142000000,6/1/10
2304,5,15,16,23,39,52,33,130000000,3/1/10
2303,3,8,24,25,37,43,14,122000000,30/12/2009
2302,1,10,11,20,40,51,34,110000000,27/12/2009
2301,5,12,27,34,39,44,16,102000000,23/12/2009
2300,8,12,33,38,40,44,19,93000000,20/12/2009
2299,5,8,14,17,30,47,54,84000000,16/12/2009
2298,17,24,31,34,38,40,8,75000000,13/12/2009
2297,2,3,11,20,35,53,25,68000000,9/12/09
2296,7,10,19,30,34,56,54,59000000,6/12/09
2295,2,12,21,28,33,54,43,51000000,2/12/09
2294,13,24,29,32,37,39,28,43000000,29/11/2009
2293,5,10,22,25,42,50,29,36000000,25/11/2009
2292,3,15,34,43,48,54,6,33000000,22/11/2009
2291,3,7,8,12,45,48,34,32000000,18/11/2009
2290,14,26,36,42,46,51,28,31000000,15/11/2009
2289,9,15,19,33,43,51,45,30000000,11/11/09
2288,4,12,34,43,49,53,18,60000000,8/11/09
2287,3,14,19,26,30,40,51,52000000,4/11/09
2286,14,15,30,43,50,56,28,44000000,1/11/09
2285,11,16,44,45,54,55,6,36000000,28/10/2009
2284,4,10,12,14,36,53,7,33000000,25/10/2009
2283,11,19,29,39,43,45,21,32000000,21/10/2009
2282,1,5,8,16,21,54,53,31000000,18/10/2009
2281,7,8,9,14,21,37,11,30000000,14/10/2009
2280,1,6,23,27,42,54,14,33000000,11/10/09
2279,6,10,17,21,45,54,42,32000000,7/10/09
2278,7,15,28,34,39,48,18,31000000,4/10/09
2277,18,27,40,42,53,54,39,30000000,30/09/2009
2276,14,24,27,28,38,54,23,141000000,27/09/2009
2275,8,13,27,41,52,55,33,133000000,23/09/2009
2274,10,25,27,29,43,56,4,124000000,20/09/2009
2273,4,14,25,34,36,55,49,116000000,16/09/2009
2272,3,10,21,25,31,48,26,108000000,13/09/2009
2271,15,16,18,28,48,51,21,100000000,9/9/09
2270,4,7,18,31,47,52,42,91000000,6/9/09
2269,5,9,14,34,47,53,54,84000000,2/9/09
2268,15,20,29,42,47,52,51,75000000,30/08/2009
2267,3,5,23,38,55,56,28,68000000,26/08/2009
2266,4,16,36,40,41,43,17,60000000,23/08/2009
2265,2,9,11,32,40,49,13,53000000,19/08/2009
2264,21,27,31,48,49,55,35,45000000,16/08/2009
2263,35,44,45,50,55,56,30,37000000,12/8/09
2262,23,30,33,41,43,56,4,33000000,9/8/09
2261,21,23,37,47,51,56,32,32000000,5/8/09
2260,17,31,33,52,54,55,15,31000000,2/8/09
2259,13,31,37,40,43,51,30,30000000,29/07/2009
2258,3,17,24,25,34,39,18,199000000,26/07/2009
2257,1,8,30,45,48,52,11,187000000,22/07/2009
2256,6,12,33,43,48,53,47,175000000,19/07/2009
2255,6,16,22,42,44,46,26,164000000,15/07/2009
2254,7,10,15,36,42,53,32,153000000,12/7/09
2253,11,15,30,41,45,50,6,143000000,8/7/09
2252,18,21,32,34,48,53,45,132000000,5/7/09
2251,8,17,21,25,35,39,28,124000000,1/7/09
2250,19,21,48,50,51,56,35,113000000,28/06/2009
2249,16,17,20,22,24,44,15,106000000,24/06/2009
2248,6,10,21,28,37,55,29,97000000,21/06/2009
2247,1,8,14,31,32,38,35,89000000,17/06/2009
2246,3,11,17,33,42,55,48,81000000,14/06/2009
2245,10,12,18,42,43,48,53,73000000,10/6/09
2244,2,12,23,33,46,55,42,65000000,7/6/09
2243,10,13,22,42,43,49,9,57000000,3/6/09
2242,2,16,30,33,47,48,19,48000000,31/05/2009
2241,5,12,13,37,47,56,19,42000000,27/05/2009
2240,6,10,12,29,38,50,30,34000000,24/05/2009
2239,13,14,16,23,25,49,47,33000000,20/05/2009
2238,2,13,14,19,42,51,47,32000000,17/05/2009
2237,3,9,11,30,41,47,22,31000000,13/05/2009
2236,9,17,21,35,43,52,49,30000000,10/5/09
2235,5,38,39,42,50,53,9,213000000,6/5/09
2234,13,16,18,43,46,49,14,0,3/5/09
2233,9,13,26,35,42,53,40,190000000,29/04/2009
2232,17,18,25,27,38,48,26,180000000,26/04/2009
2231,15,16,17,21,31,39,44,170000000,22/04/2009
2230,5,13,25,26,41,46,18,159000000,19/04/2009
2229,3,11,18,34,42,43,52,150000000,15/04/2009
2228,2,27,29,33,44,48,51,142000000,12/4/09
2227,4,9,19,20,36,52,13,134000000,8/4/09
2226,3,6,13,32,35,54,53,126000000,5/4/09
2225,13,20,28,40,48,50,3,117000000,1/4/09
2224,12,24,28,30,44,46,40,107000000,29/03/2009
2223,8,11,12,21,37,39,6,100000000,25/03/2009
2222,25,35,46,49,50,56,28,90000000,22/03/2009
2221,1,9,11,27,43,55,5,84000000,18/03/2009
2220,3,14,15,19,47,48,13,76000000,15/03/2009
2219,9,13,19,25,40,51,26,70000000,11/3/09
2218,9,13,36,37,51,55,4,62000000,8/3/09
2217,16,26,44,46,52,56,45,54000000,4/3/09
2216,10,19,26,45,50,51,21,45000000,1/3/09
2215,29,33,34,41,52,54,48,35000000,25/02/2009
2214,5,16,25,35,42,47,19,34000000,22/02/2009
2213,7,20,21,35,45,47,24,33000000,18/02/2009
2212,6,19,21,25,30,47,16,32000000,15/02/2009
2211,2,23,43,46,49,52,40,31000000,11/2/09
2210,1,5,8,28,40,50,54,30000000,8/2/09
2209,9,21,22,24,37,38,10,32000000,4/2/09
2208,9,15,16,39,41,48,26,31000000,1/2/09
2207,13,16,20,25,28,38,48,30000000,28/01/2009
2206,4,19,23,24,30,39,33,36000000,25/01/2009
2205,8,17,22,36,39,41,50,33000000,21/01/2009
2204,2,25,42,44,47,49,24,32000000,18/01/2009
2203,10,14,41,42,47,55,56,31000000,14/01/2009
2202,13,14,19,36,37,47,33,30000000,11/1/09
2201,13,14,23,24,34,53,21,32000000,7/1/09
2200,7,12,26,27,40,44,52,31000000,4/1/09
2199,14,19,48,51,52,55,34,30000000,31/12/2008
2198,10,19,32,34,44,53,5,267000000,28/12/2008
2197,6,15,38,40,52,56,49,248000000,24/12/2008
2196,3,19,37,46,51,53,11,231000000,21/12/2008
2195,3,12,16,23,47,51,37,218000000,17/12/2008
2194,1,2,28,34,46,51,47,202000000,14/12/2008
2193,6,29,44,46,47,51,38,190000000,10/12/08
2192,8,23,27,32,38,46,24,180000000,7/12/08
2191,1,8,9,12,28,36,53,170000000,3/12/08
2190,2,10,14,29,41,49,38,159000000,30/11/2008
2189,11,12,13,14,17,46,34,151000000,26/11/2008
2188,4,17,35,44,46,47,27,141000000,23/11/2008
2187,10,39,42,45,50,56,26,132000000,19/11/2008
2186,14,25,26,27,49,52,41,123000000,16/11/2008
2185,7,8,18,27,33,52,34,116000000,12/11/08
2184,1,3,4,33,43,55,24,107000000,9/11/08
2183,9,14,25,35,45,52,48,99000000,5/11/08
2182,25,36,45,47,49,52,18,90000000,2/11/08
2181,7,18,19,31,41,52,48,84000000,29/10/2008
2180,1,12,21,22,37,52,6,76000000,26/10/2008
2179,8,16,19,27,31,43,28,71000000,22/10/2008
2178,7,8,15,20,28,40,17,64000000,19/10/2008
2177,1,2,9,37,38,45,10,58000000,15/10/2008
2176,4,12,20,24,26,30,29,51000000,12/10/08
2175,7,19,33,37,38,50,40,45000000,8/10/08
2174,1,13,18,37,39,55,11,38000000,5/10/08
2173,7,15,19,26,46,49,48,34000000,1/10/08
2172,15,16,27,28,36,52,2,33000000,28/09/2008
2171,12,14,26,27,30,49,32,32000000,24/09/2008
2170,2,6,29,38,47,54,48,31000000,21/09/2008
2169,2,4,13,17,26,29,44,30000000,17/09/2008
2168,5,7,25,34,41,46,39,50000000,14/09/2008
2167,5,8,18,30,32,33,7,45000000,10/9/08
2166,4,12,16,18,19,55,50,38000000,7/9/08
2165,3,15,17,23,38,49,44,34000000,3/9/08
2164,8,19,24,30,33,47,28,33000000,31/08/2008
2163,4,8,9,10,34,41,53,32000000,27/08/2008
2162,14,16,25,29,51,54,45,31000000,24/08/2008
2161,1,6,20,21,26,41,38,30000000,20/08/2008
2160,15,17,31,40,45,49,46,135000000,17/08/2008
2159,11,16,34,38,48,50,27,125000000,13/08/2008
2158,10,15,23,33,44,53,51,117000000,10/8/08
2157,24,29,31,42,43,55,51,108000000,6/8/08
2156,10,36,46,47,51,53,3,97000000,3/8/08
2155,6,10,14,22,32,54,43,90000000,30/07/2008
2154,1,4,21,33,39,53,44,83000000,27/07/2008
2153,1,3,18,21,25,29,36,76000000,23/07/2008
2152,6,11,14,24,32,44,21,69000000,20/07/2008
2151,4,36,38,43,45,55,52,62000000,16/07/2008
2150,8,15,28,30,31,45,38,54000000,13/07/2008
2149,2,8,14,16,19,22,43,48000000,9/7/08
2148,8,14,37,39,41,49,26,40000000,6/7/08
2147,5,8,11,12,48,56,10,35000000,2/7/08
2146,4,17,34,47,48,51,31,33000000,29/06/2008
2145,4,7,15,19,43,52,40,32000000,25/06/2008
2144,14,19,21,30,46,52,24,31000000,22/06/2008
2143,5,14,20,29,34,54,55,30000000,18/06/2008
2142,3,5,22,34,40,47,16,0,15/06/2008
2141,10,13,16,27,29,32,24,128000000,11/6/08
2140,11,19,25,44,50,53,32,117000000,8/6/08
2139,3,4,12,13,19,28,10,110000000,4/6/08
2138,7,29,33,37,52,55,10,100000000,1/6/08
2137,26,29,34,35,39,50,32,92000000,28/05/2008
2136,12,21,31,35,46,55,5,84000000,25/05/2008
2135,3,23,26,41,47,50,48,76000000,21/05/2008
2134,10,11,12,29,47,50,54,68000000,18/05/2008
2133,15,16,25,29,47,52,53,61000000,14/05/2008
2132,3,27,33,34,36,42,22,54000000,11/5/08
2131,16,19,22,24,29,51,38,48000000,7/5/08
2130,3,8,12,17,23,32,56,41000000,4/5/08
2129,2,13,27,33,35,36,19,36000000,30/04/2008
2128,8,12,15,17,43,50,52,34000000,27/04/2008
2127,9,13,24,32,39,55,37,32000000,23/04/2008
2126,5,20,22,25,42,56,15,31000000,20/04/2008
2125,9,13,17,25,37,43,1,30000000,16/04/2008
2124,5,19,23,27,36,51,39,61000000,13/04/2008
2123,10,13,25,35,37,41,42,55000000,9/4/08
2122,12,18,45,49,50,53,9,46000000,6/4/08
2121,24,35,37,47,54,55,30,38000000,2/4/08
2120,2,6,13,35,43,52,16,0,30/03/2008
2119,12,21,22,26,41,50,40,32000000,26/03/2008
2118,30,32,33,40,41,52,3,31000000,23/03/2008
2117,9,17,28,36,45,51,43,30000000,19/03/2008
2116,23,27,29,32,37,48,13,185000000,16/03/2008
2115,7,9,10,38,41,56,37,173000000,12/3/08
2114,3,23,25,26,33,34,4,161000000,9/3/08
2113,5,15,21,28,43,50,40,151000000,5/3/08
2112,7,17,32,33,34,51,38,140000000,2/3/08
2111,8,18,24,31,39,43,37,131000000,27/02/2008
2110,6,10,12,35,39,53,55,121000000,24/02/2008
2109,2,9,13,37,46,52,26,112000000,20/02/2008
2108,22,26,43,49,53,55,48,102000000,17/02/2008
2107,5,6,19,38,42,44,29,94000000,13/02/2008
2106,1,3,27,37,44,52,14,86000000,10/2/08
2105,24,28,35,40,42,50,25,78000000,6/2/08
2104,9,13,34,46,54,56,35,69000000,3/2/08
2103,4,6,13,20,21,47,53,62000000,30/01/2008
2102,2,3,32,40,43,47,11,53000000,27/01/2008
2101,19,27,29,35,37,44,24,47000000,23/01/2008
2100,11,28,29,31,49,54,19,43000000,20/01/2008
2099,8,16,24,42,46,50,28,39000000,16/01/2008
2098,6,27,37,41,50,53,18,35000000,13/01/2008
2097,9,37,38,42,50,56,6,32000000,9/1/08
2096,1,5,10,13,31,54,46,30000000,6/1/08
2095,10,19,20,23,31,44,38,89000000,2/1/08
2094,15,17,38,41,46,54,21,79000000,30/12/2007
2093,4,9,27,31,33,40,45,73000000,26/12/2007
2092,9,10,24,32,35,55,34,64000000,23/12/2007
2091,7,8,26,27,53,56,20,57000000,19/12/2007
2090,17,18,19,24,37,53,50,54000000,16/12/2007
2089,10,17,21,50,54,56,37,50000000,12/12/07
2088,6,24,31,36,43,51,21,44000000,9/12/07
2087,2,13,19,37,38,47,20,26000000,5/12/07
2086,1,4,19,25,32,50,44,18000000,2/12/07
2085,15,18,31,34,41,47,36,13000000,28/11/2007
2084,16,32,33,36,43,45,5,12000000,25/11/2007
2083,5,10,13,26,29,41,24,146000000,21/11/2007
2082,7,14,15,35,39,51,2,135000000,18/11/2007
2081,35,36,39,41,42,50,11,126000000,14/11/2007
2080,3,7,28,29,43,51,23,117000000,11/11/07
2079,1,6,11,13,18,43,50,106000000,7/11/07
2078,4,13,28,42,46,49,8,96000000,4/11/07
2077,13,15,27,32,36,46,11,88000000,31/10/2007
2076,8,17,29,37,45,46,16,79000000,28/10/2007
2075,21,22,31,36,37,43,19,72000000,24/10/2007
2074,16,18,24,32,33,42,43,64000000,21/10/2007
2073,3,11,12,18,29,39,31,56000000,17/10/2007
2072,12,16,19,24,32,50,13,49000000,14/10/2007
2071,22,23,24,34,38,46,27,42000000,10/10/07
2070,1,2,3,6,32,39,7,36000000,7/10/07
2069,2,3,28,32,36,42,14,30000000,3/10/07
2068,15,28,39,40,43,46,49,23000000,30/09/2007
2067,10,11,14,17,22,51,47,17000000,26/09/2007
2066,1,3,8,11,22,40,33,13000000,23/09/2007
2065,5,11,17,23,30,36,29,12000000,19/09/2007
2064,26,28,29,32,45,49,48,24000000,16/09/2007
2063,4,6,19,20,30,37,14,18000000,12/9/07
2062,4,19,25,39,42,46,45,13000000,9/9/07
2061,12,16,21,31,39,45,30,12000000,5/9/07
2060,3,8,17,27,33,36,32,29000000,2/9/07
2059,16,21,27,29,36,49,6,24000000,29/08/2007
2058,2,22,29,33,34,36,39,15000000,26/08/2007
2057,3,5,12,33,37,45,41,13000000,22/08/2007
2056,11,17,24,38,46,50,36,12000000,19/08/2007
2055,2,11,22,28,41,48,12,12000000,15/08/2007
2054,7,8,29,42,47,48,3,69000000,12/8/07
2053,5,9,13,28,34,39,18,60000000,8/8/07
2052,1,4,7,29,31,49,30,52000000,5/8/07
2051,5,10,18,30,32,47,40,45000000,1/8/07
2050,14,16,21,31,42,46,36,38000000,29/07/2007
2049,15,22,24,32,33,44,40,32000000,25/07/2007
2048,1,14,29,42,44,45,28,24000000,22/07/2007
2047,3,13,16,17,47,50,11,20000000,18/07/2007
2046,6,7,24,32,39,47,3,13000000,15/07/2007
2045,4,13,19,26,31,37,39,12000000,11/7/07
2044,1,10,13,22,34,44,21,13000000,8/7/07
2043,1,7,19,27,36,45,15,12000000,4/7/07
2042,2,3,16,27,29,39,32,14000000,1/7/07
2041,9,20,33,39,41,48,37,12000000,27/06/2007
2040,5,6,13,18,27,48,12,66000000,24/06/2007
2039,1,2,8,17,29,48,11,58000000,20/06/2007
2038,4,7,32,35,36,43,24,48000000,17/06/2007
2037,6,8,26,37,39,46,16,40000000,13/06/2007
2036,4,5,11,26,27,48,30,34000000,10/6/07
2035,11,23,26,35,39,41,15,21000000,6/6/07
2034,13,20,22,28,37,38,33,12000000,3/6/07
2033,1,32,36,38,45,47,17,406000000,30/05/2007
2032,7,19,26,29,32,49,43,362000000,27/05/2007
2031,3,6,23,32,50,51,39,336000000,23/05/2007
2030,2,18,28,35,39,45,50,305000000,20/05/2007
2029,4,6,31,32,47,51,41,277000000,16/05/2007
2028,23,33,36,38,47,51,3,254000000,13/05/2007
2027,8,11,18,25,31,51,32,236000000,9/5/07
2026,19,20,22,28,48,49,47,0,6/5/07
2025,6,14,15,21,29,46,18,200000000,2/5/07
2024,7,8,19,20,36,40,22,184000000,29/04/2007
2023,2,30,38,39,40,49,47,170000000,25/04/2007
2022,6,11,19,27,30,43,13,159000000,22/04/2007
2021,11,15,34,38,40,44,10,148000000,18/04/2007
2020,4,7,14,25,27,33,24,136000000,15/04/2007
2019,2,16,20,25,33,50,44,125000000,11/4/07
2018,7,24,26,38,41,47,21,114000000,8/4/07
2017,20,22,32,45,46,48,36,106000000,4/4/07
2016,7,19,20,36,38,41,48,99000000,1/4/07
2015,1,9,24,25,34,49,40,91000000,28/03/2007
2014,13,15,18,25,35,45,20,84000000,25/03/2007
2013,11,14,27,42,48,49,9,78000000,21/03/2007
2012,11,15,31,39,44,46,29,71000000,18/03/2007
2011,1,3,4,8,35,47,22,66000000,14/03/2007
2010,1,11,17,43,48,51,26,59000000,11/3/07
2009,2,5,42,45,46,48,9,52000000,7/3/07
2008,16,18,30,31,38,44,29,45000000,4/3/07
2007,6,20,28,30,40,41,42,39000000,28/02/2007
2006,11,12,32,38,41,44,26,33000000,25/02/2007
2005,3,7,19,20,26,43,37,27000000,21/02/2007
2004,6,8,10,17,20,31,42,21000000,18/02/2007
2003,3,4,8,13,45,49,1,16000000,14/02/2007
2002,10,19,44,46,49,50,18,13000000,11/2/07
2001,3,11,35,39,44,51,34,12000000,7/2/07
2000,4,5,11,19,44,50,3,87000000,4/2/07
1999,5,6,29,42,47,50,20,80000000,31/01/2007
1998,2,4,5,22,25,46,16,73000000,28/01/2007
1997,7,8,9,18,30,43,24,67000000,24/01/2007
1996,4,14,20,22,31,51,21,60000000,21/01/2007
1995,1,6,15,18,19,30,41,54000000,17/01/2007
1994,11,12,19,38,40,46,5,48000000,14/01/2007
1993,5,12,14,32,33,45,9,43000000,10/1/07
1992,9,17,25,29,38,47,30,35000000,7/1/07
1991,9,19,21,22,47,48,44,30000000,3/1/07
1990,3,23,40,41,49,50,4,23000000,31/12/2006
1989,2,6,18,32,33,36,9,0,27/12/2006
1988,2,4,15,29,49,51,16,14000000,24/12/2006
1987,1,6,7,34,35,50,39,13000000,20/12/2006
1986,1,11,28,35,40,48,47,12000000,17/12/2006
1985,8,16,17,18,30,50,4,20000000,13/12/2006
1984,8,13,25,28,44,45,4,15000000,10/12/06
1983,16,18,34,41,48,49,10,13000000,6/12/06
1982,4,10,12,24,37,48,18,12000000,3/12/06
1981,8,25,29,31,47,48,41,26000000,29/11/2006
1980,12,13,15,24,32,51,41,20000000,26/11/2006
1979,11,12,19,34,45,47,40,15000000,22/11/2006
1978,5,6,11,33,49,51,41,13000,19/11/2006
1977,12,14,22,39,41,45,40,12000000,15/11/2006
1976,6,16,20,28,29,48,47,63000000,12/11/06
1975,3,26,28,34,38,42,27,57000000,8/11/06
1974,9,16,19,29,31,35,32,50000000,5/11/06
1973,2,4,8,32,39,40,27,44000000,1/11/06
1972,13,31,40,43,46,47,32,37000000,29/10/2006
1971,15,21,31,33,35,39,22,33000000,25/10/2006
1970,3,8,11,18,28,35,44,27000000,22/10/2006
1969,10,11,13,45,47,49,5,22000000,18/10/2006
1968,13,27,31,36,41,50,28,15000000,15/10/2006
1967,1,7,27,41,45,49,14,13000000,11/10/06
1966,4,16,35,40,43,50,45,12000000,8/10/06
1965,1,3,17,31,38,42,36,168000000,4/10/06
1964,1,7,24,28,39,47,41,153000000,1/10/06
1963,2,7,16,32,44,49,39,139000000,27/09/2006
1962,1,10,18,32,33,40,16,125000000,24/09/2006
1961,4,13,31,35,37,47,21,114000000,20/09/2006
1960,28,30,32,33,40,46,34,104000000,17/09/2006
1959,19,24,32,36,48,51,49,94000000,13/09/2006
1958,8,13,18,30,44,50,6,85000000,10/9/06
1957,2,4,13,20,22,51,33,77000000,6/9/06
1956,7,8,17,23,38,47,51,67000000,3/9/06
1955,1,6,8,20,24,44,45,60000000,30/08/2006
1954,4,5,21,22,29,49,46,52000000,27/08/2006
1953,12,18,22,29,30,38,2,46000000,23/08/2006
1952,11,16,19,22,25,47,41,39000000,20/08/2006
1951,24,26,35,42,47,51,8,33000000,16/08/2006
1950,12,30,34,41,49,50,31,26000000,13/08/2006
1949,9,11,22,28,35,47,44,21000000,9/8/06
1948,4,11,13,33,34,47,10,15000000,6/8/06
1947,16,18,20,34,41,50,8,13000000,2/8/06
1946,14,19,20,21,41,45,3,12000000,30/07/2006
1945,31,32,35,36,39,41,47,79000000,26/07/2006
1944,17,31,32,39,41,47,29,71000000,23/07/2006
1943,6,17,23,25,38,40,45,65000000,19/07/2006
1942,4,5,14,17,28,45,2,57000000,16/07/2006
1941,1,7,12,18,23,46,33,52000000,12/7/06
1940,5,15,22,23,43,49,10,46000000,9/7/06
1939,2,12,19,20,23,50,13,41000000,5/7/06
1938,7,13,17,32,42,49,6,35000000,2/7/06
1937,3,12,13,47,48,50,5,31000000,28/06/2006
1936,16,17,18,35,39,49,20,26000000,25/06/2006
1935,1,4,8,10,15,50,16,22000000,21/06/2006
1934,10,18,21,31,41,48,14,17000000,18/06/2006
1933,2,19,29,36,38,49,9,14000000,14/06/2006
1932,10,21,27,42,43,48,19,13000000,11/6/06
1931,8,13,36,38,42,44,43,12000000,7/6/06
1930,16,20,33,39,43,44,3,23000000,4/6/06
1929,6,8,26,28,48,50,36,18000000,31/05/2006
1928,25,26,29,36,45,51,46,14000000,28/05/2006
1927,7,9,22,30,32,43,46,13000000,24/05/2006
1926,9,15,18,23,37,41,7,12000000,21/05/2006
1925,3,6,11,21,35,36,4,128000000,17/05/2006
